child_events,id,ticket_id,timestamp,updater_id,via,system,event_type
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":708018711654,""assignee_id"":1098710047,""previous_value"":""5396187947"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""31""},""id"":708018711714,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""31""},""id"":708018711774,""previous_value"":null,""via"":""Web form""}]",708018711574,38844,1557885009,1098710047,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708019199494,""comment_present"":true,""via"":""Chat""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":708019199534,""previous_value"":""0"",""via"":""Chat""}]",708019199474,38846,1557885056,372985310293,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707353226713,""comment_present"":true,""via"":""Chat""}]",707353226613,38846,1557885057,372985310293,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708019210254,""added_tags"":[""inc"",""treasure_data"",""zopim_chat_ended""],""tags"":[""datacenter_aws"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",708019210194,38846,1557885057,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":708019317154,""assignee_id"":1098710047,""previous_value"":""5396187947"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""107""},""id"":708019317214,""previous_value"":""102"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""5""},""id"":708019317274,""previous_value"":""102"",""via"":""Web form""}]",708019317094,38851,1557885068,1098710047,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
[],707354420493,38851,1557885181,1130579717,Web service,"{""location"":""Cambridge, MA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-71.1028,""latitude"":42.364599999999996}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708020466834,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":708020466934,""previous_value"":""pending"",""via"":""Web service""}]",708020466794,38851,1557885182,21135472307,Web service,"{""location"":""Cambridge, MA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-71.1028,""latitude"":42.364599999999996}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707355006593,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707355006673,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""258""},""id"":707355006713,""previous_value"":""31"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""227""},""id"":707355006773,""previous_value"":""31"",""via"":""Web form""}]",707355006513,38844,1557885241,1098710047,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707356322753,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707356322813,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""127""},""id"":707356322853,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""127""},""id"":707356322913,""previous_value"":null,""via"":""Web form""}]",707356322713,38848,1557885377,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
[],708022407374,38848,1557885379,5396187947,Web service,"{""location"":""Tokyo, 40, Japan"",""client"":null,""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707358819893,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707358819993,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""661""},""id"":707358820073,""previous_value"":""107"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""554""},""id"":707358820153,""previous_value"":""5"",""via"":""Web form""}]",707358819853,38851,1557885623,1098710047,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707363567693,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707363567873,""previous_value"":""pending"",""via"":""Web service""}]",707363567533,38851,1557885886,21135472307,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708029705374,""comment_present"":true,""via"":""Web form""},{""subject"":""Failed to created oauth credential due to permission of microsoft account"",""event_type"":""Change"",""via_reference_id"":null,""id"":708029705594,""previous_value"":""@tsukahara お世話になります、cci明先です。\nTDからMicrosoft Power BIへのデータ書き込みについて、新規Connectionを作成したいです。\n新規Connection作成のアクセス権付与時に対象のPower BIアカウントでサインインする必要がある"",""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":708029705694,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708029705754,""added_tags"":[""ended-workaround""],""tags"":[""attachment"",""category-data-delivery"",""customer-kodansha"",""datacenter_aws"",""ended-escalated-only-support"",""ended-workaround"",""result-output""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568808"":""ended-workaround""},""id"":708029705794,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1020""},""id"":708029705854,""previous_value"":""873"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""147""},""id"":708029705894,""previous_value"":""21"",""via"":""Web form""}]",708029705234,38811,1557885895,368483327134,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708030545214,""comment_present"":true,""via"":""Web form""},{""subject"":""A lot of task from Workflow are Running"",""event_type"":""Change"",""via_reference_id"":null,""id"":708030545334,""previous_value"":""。"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""896""},""id"":708030545454,""previous_value"":""258"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""638""},""id"":708030545554,""previous_value"":""227"",""via"":""Web form""}]",708030545134,38844,1557885945,1098710047,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708030624614,""comment_present"":true,""via"":""Chat""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":708030624694,""previous_value"":""0"",""via"":""Chat""}]",708030624574,38852,1557885950,21841797627,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707364745873,""comment_present"":true,""via"":""Chat""}]",707364745733,38852,1557885951,21841797627,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708030638654,""added_tags"":[""inc"",""treasure_data"",""zopim_chat_ended""],""tags"":[""datacenter_aws"",""datacenter_aws_tokyo"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",708030638574,38852,1557885951,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707367704973,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1135""},""id"":707367705093,""previous_value"":""896"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""239""},""id"":707367705173,""previous_value"":""638"",""via"":""Web form""}]",707367704913,38844,1557886185,1098710047,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707370459133,""comment_present"":true,""via"":""Mail""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707370459273,""previous_value"":""pending"",""via"":""Mail""}]",707370458993,37691,1557886453,365680590867,Mail,"{""location"":""Tokyo, 40, Japan"",""client"":null,""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708042403714,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708042403734,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":708042403754,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708042403774,""added_tags"":[""category-data-processing"",""ended-escalated-only-support"",""job-investigation-dataprocess"",""presto""],""tags"":[""category-data-processing"",""console"",""ended-escalated-only-support"",""job-investigation-dataprocess"",""mail"",""presto"",""status""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":708042403794,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""console job-investigation-dataprocess presto status""},""id"":708042403814,""previous_value"":""console status"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-processing""},""id"":708042403834,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1623""},""id"":708042403874,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1623""},""id"":708042403914,""previous_value"":null,""via"":""Web form""}]",708042403694,38849,1557887071,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708042752874,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1654""},""id"":708042752914,""previous_value"":""1623"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""31""},""id"":708042752954,""previous_value"":""1623"",""via"":""Web form""}]",708042752834,38849,1557887106,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""subject"":""Project differential push / Get DDL"",""event_type"":""Change"",""via_reference_id"":null,""id"":707377790113,""previous_value"":""Chat with Chiharu Sagae"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707377790133,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707377790153,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":707377790173,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707377790193,""added_tags"":[""category-data-processing"",""category-workflow"",""digdag"",""ended-escalated-only-support"",""presto"",""sql-help"",""workflow-operator""],""tags"":[""category-data-processing"",""category-workflow"",""datacenter_aws"",""datacenter_aws_tokyo"",""digdag"",""ended-escalated-only-support"",""inc"",""presto"",""sql-help"",""treasure_data"",""workflow-operator"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707377790213,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""digdag presto sql-help workflow-operator""},""id"":707377790233,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-processing category-workflow""},""id"":707377790253,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""83""},""id"":707377790273,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""83""},""id"":707377790293,""previous_value"":null,""via"":""Web form""}]",707377790093,38852,1557887193,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
[],707458060354,38571,1557853277,-1,Rule,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707378148953,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1026""},""id"":707378148973,""previous_value"":""1004"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""22""},""id"":707378148993,""previous_value"":""25"",""via"":""Web form""}]",707378148893,38703,1557887228,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":707378296113,""previous_value"":""pending"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""733""},""id"":707378296133,""previous_value"":""730"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""3""},""id"":707378296153,""previous_value"":""177"",""via"":""Web form""}]",707378296093,38773,1557887242,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707383735793,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""11041""},""id"":707383735853,""previous_value"":""10738"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""303""},""id"":707383735893,""previous_value"":""1433"",""via"":""Web form""}]",707383735753,38371,1557887806,373612143614,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707385397833,""comment_present"":true,""via"":""Web service""},{""subject"":""@here\n本日Prestoにて障害や遅延が発生していたりしますでしょうか？\n普段1分程で終わるSQLが、本日1時間以上かかっておりまして…\nまた、1JOBではなく複数JOBでそうなっているため、キューも溜まってきております。\n\n事象が発生しているJOB IDは以下になります。\n"",""event_type"":""Create"",""via_reference_id"":null,""id"":707385397993,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":364418713927,""id"":707385398113,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707385398233,""added_tags"":[""customer-dentsu2"",""datacenter_aws""],""tags"":[""customer-dentsu2"",""datacenter_aws""],""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000448128"":""customer-dentsu2""},""id"":707385398353,""via"":""Web service""},{""event_type"":""Create"",""status"":""new"",""via_reference_id"":null,""id"":707385398473,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707385398533,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707385398633,""via"":""Web service"",""type"":null},{""event_type"":""Create"",""organization_id"":""15700397787"",""via_reference_id"":null,""id"":707385398713,""via"":""Web service""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707385398793,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707385398893,""via"":""Web service""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707385398973,""via"":""Web service""}]",707385397713,38853,1557887885,364418713927,Web service,"{""location"":""Ashburn, VA, United States"",""client"":null,""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708050629854,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":708050629934,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708050629974,""added_tags"":[""ended-workaround""],""tags"":[""category-treasure-reporting"",""customer-okwave"",""datacenter_aws_tokyo"",""ended-escalated-only-support"",""ended-workaround"",""treasure-reporting""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568808"":""ended-workaround""},""id"":708050629994,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""7356""},""id"":708050630034,""previous_value"":""5842"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1514""},""id"":708050630074,""previous_value"":""4040"",""via"":""Web form""}]",708050629814,38789,1557887913,368483327134,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708051109974,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":708051109994,""previous_value"":""pending"",""via"":""Web service""}]",708051109934,38789,1557887965,365541941787,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708051329154,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":708051329174,""previous_value"":""0"",""via"":""Web service""}]",708051329134,38853,1557887990,364418713927,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707385537313,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707385537373,""assignee_id"":5396187947,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707385537413,""previous_value"":null,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707385537433,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707385537473,""previous_value"":""new"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""5""},""id"":707385537513,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""5""},""id"":707385537533,""previous_value"":null,""via"":""Web form""}]",707385537273,38853,1557888005,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707385868853,""comment_present"":true,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":379869233614,""id"":707385868893,""via"":""Chat""},{""subject"":""Chat with TOSHIKAZU NISHIWAKI"",""event_type"":""Create"",""via_reference_id"":null,""id"":707385868933,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707385868973,""assignee_id"":5396187947,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707385869013,""group_id"":25879637,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707385869033,""added_tags"":[""zopim_chat""],""tags"":[""zopim_chat""],""via"":""Chat""},{""event_type"":""Create"",""status"":""open"",""via_reference_id"":null,""id"":707385869073,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707385869093,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707385869113,""via"":""Chat"",""type"":null},{""event_type"":""Create"",""organization_id"":""360888209833"",""via_reference_id"":null,""id"":707385869133,""via"":""Chat""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707385869193,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707385869233,""via"":""Chat""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707385869293,""via"":""Chat""}]",707385868813,38854,1557888040,379869233614,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707354271413,""comment_present"":true,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":21841797627,""id"":707354271513,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707354271593,""added_tags"":[""datacenter_aws"",""datacenter_aws_tokyo"",""zopim_chat""],""tags"":[""datacenter_aws"",""datacenter_aws_tokyo"",""zopim_chat""],""via"":""Chat""},{""subject"":""Chat with Chiharu Sagae"",""event_type"":""Create"",""via_reference_id"":null,""id"":707354271673,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707354271733,""assignee_id"":5396187947,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707354271813,""group_id"":25879637,""via"":""Chat""},{""event_type"":""Create"",""status"":""open"",""via_reference_id"":null,""id"":707354271833,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707354271913,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707354271973,""via"":""Chat"",""type"":null},{""event_type"":""Create"",""organization_id"":""15700397787"",""via_reference_id"":null,""id"":707354272033,""via"":""Chat""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707354272093,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707354272193,""via"":""Chat""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707354272253,""via"":""Chat""}]",707354271313,38852,1557885167,21841797627,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
